date,channel_grouping,year,month,sumOfLeads,ad_id
2020-02-07,Paid Search,2020,2,46349.90554887,8531
2020-02-07,Referral,2020,2,18715.64922392,3187
2020-02-07,Social,2020,2,1893.43434344,361
2020-02-08,,2020,2,453092.18162255,62329
2020-02-08,(Other),2020,2,10822.22539817,2260
2020-02-08,Direct,2020,2,90349.127369502,17027
2020-02-08,Display,2020,2,3509.367249148,764
2020-02-08,Email,2020,2,14.935543418,3
2020-02-08,Organic Search,2020,2,171244.759657014,29331
2020-02-08,Paid Search,2020,2,42631.25465341,7702
2020-02-08,Referral,2020,2,14108.797400672,2496
2020-02-08,Social,2020,2,1954.42229217,328
2020-02-09,,2020,2,456409.968098804,62911
2020-02-09,(Other),2020,2,13804.98929415,2819
2020-02-09,Direct,2020,2,89138.9243713,16950
2020-02-09,Display,2020,2,4188.397232246,917
2020-02-09,Email,2020,2,3.76733512,1
2020-02-09,Organic Search,2020,2,173177.733028966,30248
2020-02-09,Paid Search,2020,2,44998.244787416,8160
2020-02-09,Referral,2020,2,15412.17233996,2753
2020-02-09,Social,2020,2,1836.248975898,370
2020-02-10,,2020,2,461489.29472278,63526
2020-02-10,(Other),2020,2,18832.31560558,3804
2020-02-10,Direct,2020,2,106494.020081386,19286
2020-02-10,Display,2020,2,3945.954662514,872
2020-02-10,Email,2020,2,18.61321185,3
2020-02-10,Organic Search,2020,2,228685.427993676,37516
2020-02-10,Paid Search,2020,2,51555.695734768,9554
2020-02-10,Referral,2020,2,23399.463879322,3938
2020-02-10,Social,2020,2,2496.626837504,455
2020-02-11,,2020,2,453001.167958338,61635
2020-02-11,(Other),2020,2,20398.233539546,4050
2020-02-11,Direct,2020,2,109191.805405092,19691
2020-02-11,Display,2020,2,4291.507017938,947
2020-02-11,Email,2020,2,29.916023408,7
2020-02-11,Organic Search,2020,2,240927.003825986,38999
2020-02-11,Paid Search,2020,2,44067.079787994,8462
2020-02-11,Referral,2020,2,23239.02714445,3814
2020-02-11,Social,2020,2,2174.653366432,418
2020-02-12,,2020,2,457298.500100008,62450
2020-02-12,(Other),2020,2,20678.496102036,3913
2020-02-12,Direct,2020,2,113604.853640462,20238
2020-02-12,Display,2020,2,4127.261866204,913
2020-02-12,Email,2020,2,77.930136632,16
2020-02-12,Organic Search,2020,2,236348.35285367,38123
2020-02-12,Paid Search,2020,2,35284.970488628,6724
2020-02-12,Referral,2020,2,23019.353276678,3788
2020-02-12,Social,2020,2,2107.158605006,421
2020-02-13,,2020,2,456067.3192831,61912
2020-02-13,(Other),2020,2,18104.511554582,3581
2020-02-13,Direct,2020,2,96931.665605044,18263
2020-02-13,Display,2020,2,3385.08253468,736
2020-02-13,Email,2020,2,7.348342208,2
2020-02-13,Organic Search,2020,2,227857.014742308,37107
2020-02-13,Paid Search,2020,2,33722.630866368,6583
2020-02-13,Referral,2020,2,21749.034226308,3583
2020-02-13,Social,2020,2,2424.088326486,463
2020-02-14,,2020,2,423877.4875873,58104
2020-02-14,(Other),2020,2,15195.43657523,3071
2020-02-14,Direct,2020,2,87958.302340582,16751
2020-02-14,Display,2020,2,3017.557834522,673
2020-02-14,Email,2020,2,14.727081004,3
2020-02-14,Organic Search,2020,2,200018.997666364,33786
2020-02-14,Paid Search,2020,2,25996.775764092,5149
2020-02-14,Referral,2020,2,18622.913294972,3206
2020-02-14,Social,2020,2,1948.154649668,393
2020-02-15,,2020,2,433492.499721528,60155
2020-02-15,(Other),2020,2,11331.973975154,2411
2020-02-15,Direct,2020,2,82941.494824166,15461
2020-02-15,Display,2020,2,2055.058740296,460
2020-02-15,Email,2020,2,7.370467528,2
2020-02-15,Organic Search,2020,2,161515.40604929,28284
2020-02-15,Paid Search,2020,2,23370.13115114,4437
2020-02-15,Referral,2020,2,13955.840541056,2499
2020-02-15,Social,2020,2,1452.089259766,269
2020-02-16,,2020,2,452143.965555928,61551
2020-02-16,(Other),2020,2,10364.926854182,2200
2020-02-16,Direct,2020,2,81859.91149071,15575
2020-02-16,Display,2020,2,2572.200290932,577
2020-02-16,Email,2020,2,11.090926672,3
2020-02-16,Organic Search,2020,2,179572.454517798,30696
2020-02-16,Paid Search,2020,2,23470.705778332,4444
2020-02-16,Referral,2020,2,15190.810641092,2679
2020-02-16,Social,2020,2,1804.857569336,347
2020-02-17,,2020,2,489797.035552926,64883
2020-02-17,(Other),2020,2,18003.861584348,3669
2020-02-17,Direct,2020,2,105226.872014982,18934
2020-02-17,Display,2020,2,3077.895764872,670
2020-02-17,Email,2020,2,92.285110406,19
2020-02-17,Organic Search,2020,2,257299.160157306,40599
2020-02-17,Paid Search,2020,2,32284.918348614,6355
2020-02-17,Referral,2020,2,23708.197013254,3881
2020-02-17,Social,2020,2,2147.50363102,400
2020-02-18,,2020,2,457976.288864654,61836
2020-02-18,(Other),2020,2,16734.3670634,3361
2020-02-18,Direct,2020,2,111740.062664356,19820
2020-02-18,Display,2020,2,2825.389140098,620
2020-02-18,Email,2020,2,78.93696634,18
2020-02-18,Organic Search,2020,2,252463.282281548,40623
2020-02-18,Paid Search,2020,2,31888.291793026,6305
2020-02-18,Referral,2020,2,25537.333306438,4158
2020-02-18,Social,2020,2,2625.5108019,492
2020-02-19,,2020,2,448750.343399916,61862
2020-02-19,(Other),2020,2,16256.42000374,3397
2020-02-19,Direct,2020,2,109001.308130492,20001
2020-02-19,Display,2020,2,2943.728345292,635
2020-02-19,Email,2020,2,36.763702114,8
2020-02-19,Organic Search,2020,2,243631.921823248,39263
2020-02-19,Paid Search,2020,2,31298.594726632,6193
2020-02-19,Referral,2020,2,23369.922463748,3792
2020-02-19,Social,2020,2,2111.34488818,414
2020-02-20,,2020,2,421030.086214444,59062
2020-02-20,(Other),2020,2,15558.6183647,3147
2020-02-20,Direct,2020,2,100567.346772032,18982
2020-02-20,Display,2020,2,3744.372480346,810
2020-02-20,Email,2020,2,81.709202884,14
2020-02-20,Organic Search,2020,2,231676.222417648,38600
2020-02-20,Paid Search,2020,2,28698.708296094,5743
2020-02-20,Referral,2020,2,20745.0146319,3575
2020-02-20,Social,2020,2,2592.76152966,463
2020-02-21,,2020,2,418214.302178848,58176
2020-02-21,(Other),2020,2,13818.875317216,2883
2020-02-21,Direct,2020,2,92730.802531434,17359
2020-02-21,Display,2020,2,2630.509959766,586
2020-02-21,Email,2020,2,67.27872631,12
2020-02-21,Organic Search,2020,2,216581.807275288,36884
2020-02-21,Paid Search,2020,2,28093.212142968,5613
2020-02-21,Referral,2020,2,20306.204509476,3479
2020-02-21,Social,2020,2,2380.160800464,473
2020-02-22,,2020,2,425501.451092128,59722
2020-02-22,(Other),2020,2,11286.078320742,2385
2020-02-22,Direct,2020,2,83088.853098682,15797
2020-02-22,Display,2020,2,2167.201123316,491
2020-02-22,Email,2020,2,7.349049562,2
2020-02-22,Organic Search,2020,2,181598.323804144,31440
2020-02-22,Paid Search,2020,2,23288.893130932,4671
2020-02-22,Referral,2020,2,16041.592425322,2978
2020-02-22,Social,2020,2,1970.47973049,371
2020-02-23,,2020,2,437496.644460478,59244
2020-02-23,(Other),2020,2,9405.849008822,1962
2020-02-23,Direct,2020,2,86454.630476138,15670
2020-02-23,Display,2020,2,1984.079880186,429
2020-02-23,Email,2020,2,51.1099181,7
2020-02-23,Organic Search,2020,2,177235.814414626,30247
2020-02-23,Paid Search,2020,2,22250.424056302,4250
2020-02-23,Referral,2020,2,14950.278084796,2612
2020-02-23,Social,2020,2,1927.192672418,367
2020-02-24,,2020,2,433352.08295856,58915
2020-02-24,(Other),2020,2,13854.871211162,2787
2020-02-24,Direct,2020,2,101469.458742198,18452
2020-02-24,Display,2020,2,2828.526602316,629
2020-02-24,Email,2020,2,25.898994348,7
2020-02-24,Organic Search,2020,2,231684.202274256,37706
2020-02-24,Paid Search,2020,2,29012.997451744,5555
2020-02-24,Referral,2020,2,22765.872235544,3673
2020-02-24,Social,2020,2,2960.864270596,460
2020-02-25,,2020,2,447005.59509109,61484
2020-02-25,(Other),2020,2,12566.958648938,2543
2020-02-25,Direct,2020,2,104154.559091938,19186
2020-02-25,Display,2020,2,2486.320108622,550
2020-02-25,Email,2020,2,67.206882736,15
2020-02-25,Organic Search,2020,2,237851.970053418,39122
2020-02-25,Paid Search,2020,2,30008.190791156,6055
2020-02-25,Referral,2020,2,23680.071749484,3819
2020-02-25,Social,2020,2,2487.411585984,466
2020-02-26,,2020,2,456396.038093748,61589
2020-02-26,(Other),2020,2,13406.018753246,2669
2020-02-26,Direct,2020,2,110299.575915568,19915
2020-02-26,Display,2020,2,2537.893218956,553
2020-02-26,Email,2020,2,26.36573635,4
2020-02-26,Organic Search,2020,2,241743.225156854,39488
2020-02-26,Paid Search,2020,2,28262.183185996,5605
2020-02-26,Referral,2020,2,22946.02671794,3743
2020-02-26,Social,2020,2,2255.670024658,444
2020-02-27,,2020,2,443602.666784498,60568
2020-02-27,(Other),2020,2,12381.956825688,2558
2020-02-27,Direct,2020,2,110679.81247916,20093
2020-02-27,Display,2020,2,2493.792442212,532
2020-02-27,Email,2020,2,215.979481818,53
2020-02-27,Organic Search,2020,2,233543.816843248,38766
2020-02-27,Paid Search,2020,2,28587.579695722,5708
2020-02-27,Referral,2020,2,23692.171612636,3831
2020-02-27,Social,2020,2,2689.788944382,512
2020-02-28,,2020,2,424733.03932748,58777
2020-02-28,(Other),2020,2,11620.998066976,2472
2020-02-28,Direct,2020,2,95134.148730522,17710
2020-02-28,Display,2020,2,2177.33243916,453
2020-02-28,Email,2020,2,161.762637582,37
2020-02-28,Organic Search,2020,2,218779.007047656,36889
2020-02-28,Paid Search,2020,2,25763.386656462,5063
2020-02-28,Referral,2020,2,18898.079388094,3094
2020-02-28,Social,2020,2,1943.993982786,368
2020-02-29,,2020,2,422383.748467898,57834
2020-02-29,(Other),2020,2,9619.94088968,2015
2020-02-29,Direct,2020,2,80606.151066118,15017
2020-02-29,Display,2020,2,1609.67754048,346
2020-02-29,Email,2020,2,82.54325206,16
2020-02-29,Organic Search,2020,2,171998.113090158,29962
2020-02-29,Paid Search,2020,2,20409.893341962,3894
2020-02-29,Referral,2020,2,14156.41309039,2403
2020-02-29,Social,2020,2,1930.245367256,376
2020-03-01,,2020,3,434618.849129362,59081
2020-03-01,(Other),2020,3,8591.540727368,1755
2020-03-01,Direct,2020,3,77796.73077958,14697
2020-03-01,Display,2020,3,1897.776822966,439
2020-03-01,Email,2020,3,29.780948462,8
2020-03-01,Organic Search,2020,3,175867.01584245,29998
2020-03-01,Paid Search,2020,3,30521.224391634,5519
2020-03-01,Referral,2020,3,14859.676883408,2545
2020-03-01,Social,2020,3,2344.796507066,460
2020-03-02,,2020,3,471514.592880522,63131
2020-03-02,(Other),2020,3,13036.700536364,2694
2020-03-02,Direct,2020,3,114091.188799996,20052
2020-03-02,Display,2020,3,2814.56240943,577
2020-03-02,Email,2020,3,55.439298176,9
2020-03-02,Organic Search,2020,3,249974.419517214,40640
2020-03-02,Paid Search,2020,3,39441.782399188,7046
2020-03-02,Referral,2020,3,25262.358974012,3908
2020-03-02,Social,2020,3,5184.259293414,1173
2020-03-03,,2020,3,466372.739695554,63375
2020-03-03,(Other),2020,3,13755.11681063,2972
2020-03-03,Direct,2020,3,111728.436486796,20580
2020-03-03,Display,2020,3,3080.923406756,648
2020-03-03,Email,2020,3,168.609909106,36
2020-03-03,Organic Search,2020,3,255025.629834854,41383
2020-03-03,Paid Search,2020,3,41911.144952128,7677
2020-03-03,Referral,2020,3,24116.973589568,3847
2020-03-03,Social,2020,3,2283.130032334,476
2020-03-04,,2020,3,460894.638796036,62539
2020-03-04,(Other),2020,3,13186.048004116,2763
2020-03-04,Direct,2020,3,108217.423663286,19713
2020-03-04,Display,2020,3,3002.95422738,623
2020-03-04,Email,2020,3,40.38365732,10
2020-03-04,Organic Search,2020,3,255640.287664202,41627
2020-03-04,Paid Search,2020,3,40755.376465352,7571
2020-03-04,Referral,2020,3,24559.809267726,3892
2020-03-04,Social,2020,3,3577.138762874,734
2020-03-05,,2020,3,455126.150036,61460
2020-03-05,(Other),2020,3,11499.424953952,2410
2020-03-05,Direct,2020,3,118007.426021708,20632
2020-03-05,Display,2020,3,3740.962297314,807
2020-03-05,Email,2020,3,69.346151614,17
2020-03-05,Organic Search,2020,3,243969.961675432,40117
2020-03-05,Paid Search,2020,3,42593.71037916,7855
2020-03-05,Referral,2020,3,22663.648788082,3607
2020-03-05,Social,2020,3,4084.432062982,920
2020-03-06,,2020,3,419453.75703181,57995
2020-03-06,(Other),2020,3,12395.775067228,2531
2020-03-06,Direct,2020,3,109528.171138166,19250
2020-03-06,Display,2020,3,4468.098783334,942
2020-03-06,Email,2020,3,40.075419538,7
2020-03-06,Organic Search,2020,3,213119.88189433,36231
2020-03-06,Paid Search,2020,3,36364.175481434,6605
2020-03-06,Referral,2020,3,19911.37176968,3330
2020-03-06,Social,2020,3,2095.33767672,400
2020-03-07,,2020,3,430901.085190964,59350
2020-03-07,(Other),2020,3,8651.581540958,1773
2020-03-07,Direct,2020,3,90654.69972813,16531
2020-03-07,Display,2020,3,2759.322130514,571
2020-03-07,Email,2020,3,22.11830808,4
2020-03-07,Organic Search,2020,3,181248.845024098,31014
2020-03-07,Paid Search,2020,3,33207.216969532,5782
2020-03-07,Referral,2020,3,14913.703244356,2572
2020-03-07,Social,2020,3,2210.79897452,453
2020-03-08,,2020,3,441848.37619997,59902
2020-03-08,(Other),2020,3,8827.992398906,1874
2020-03-08,Direct,2020,3,97065.021643332,17466
2020-03-08,Display,2020,3,2736.020661842,598
2020-03-08,Email,2020,3,18.778816328,3
2020-03-08,Organic Search,2020,3,182129.564710142,31278
2020-03-08,Paid Search,2020,3,32542.930471082,5948
2020-03-08,Referral,2020,3,15163.27119125,2665
2020-03-08,Social,2020,3,1631.29203254,327
2020-03-09,,2020,3,455603.754184316,61354
2020-03-09,(Other),2020,3,14450.602645306,3061
2020-03-09,Direct,2020,3,111961.739191172,20297
2020-03-09,Display,2020,3,5199.602531498,1076
2020-03-09,Email,2020,3,15.11241143,4
2020-03-09,Organic Search,2020,3,248277.075145026,40174
2020-03-09,Paid Search,2020,3,41761.052669864,7662
2020-03-09,Referral,2020,3,25367.820389054,3900
2020-03-09,Social,2020,3,2503.678069696,466
2020-03-10,,2020,3,443663.58271124,60174
2020-03-10,(Other),2020,3,13720.096955096,2856
2020-03-10,Direct,2020,3,120194.083316586,21722
2020-03-10,Display,2020,3,5211.572600438,1127
2020-03-10,Email,2020,3,30.119017698,8
2020-03-10,Organic Search,2020,3,251250.395414352,40494
2020-03-10,Paid Search,2020,3,38781.21736657,7104
2020-03-10,Referral,2020,3,24399.098191946,3772
2020-03-10,Social,2020,3,2900.834677548,603
2020-03-11,,2020,3,445778.34888142,59946
2020-03-11,(Other),2020,3,13109.94917999,2717
2020-03-11,Direct,2020,3,112245.980571048,20317
2020-03-11,Display,2020,3,4281.399878012,913
2020-03-11,Email,2020,3,67.448591948,12
2020-03-11,Organic Search,2020,3,246871.652329218,40365
2020-03-11,Paid Search,2020,3,38612.410710362,6951
2020-03-11,Referral,2020,3,21890.34060131,3521
2020-03-11,Social,2020,3,3051.766504252,595
2020-03-12,,2020,3,407669.349195568,56151
2020-03-12,(Other),2020,3,13612.749723528,2847
2020-03-12,Direct,2020,3,112047.987854418,19917
2020-03-12,Display,2020,3,4702.040280386,1015
2020-03-12,Email,2020,3,40.834976142,10
2020-03-12,Organic Search,2020,3,240999.873448066,38908
2020-03-12,Paid Search,2020,3,36404.854593262,6564
2020-03-12,Referral,2020,3,21556.001289802,3482
2020-03-12,Social,2020,3,2788.962175362,571
2020-03-13,,2020,3,395054.72874801,54689
2020-03-13,(Other),2020,3,12608.73076562,2766
2020-03-13,Direct,2020,3,117434.144284812,20136
2020-03-13,Display,2020,3,4182.470322784,913
2020-03-13,Email,2020,3,100.886081144,14
2020-03-13,Organic Search,2020,3,212579.984732874,35320
2020-03-13,Paid Search,2020,3,33401.833633988,6202
2020-03-13,Referral,2020,3,18943.883776058,3101
2020-03-13,Social,2020,3,1859.172135556,363
2020-03-14,,2020,3,396202.61907694,54289
2020-03-14,(Other),2020,3,9210.441495702,1994
2020-03-14,Direct,2020,3,90179.03279482,16663
2020-03-14,Display,2020,3,2341.804192156,492
2020-03-14,Email,2020,3,7.586998492,2
2020-03-14,Organic Search,2020,3,178649.40823388,30176
2020-03-14,Paid Search,2020,3,30119.406548926,5553
2020-03-14,Referral,2020,3,13189.471088388,2367
2020-03-14,Social,2020,3,1662.31035988,321
2020-03-15,,2020,3,387889.69696437,53322
2020-03-15,(Other),2020,3,8911.479550694,1944
2020-03-15,Direct,2020,3,93655.598672892,16946
2020-03-15,Display,2020,3,2625.081821578,563
2020-03-15,Email,2020,3,29.98935319,7
2020-03-15,Organic Search,2020,3,170098.075301474,28773
2020-03-15,Paid Search,2020,3,31562.564496178,5513
2020-03-15,Referral,2020,3,14080.336073804,2500
2020-03-15,Social,2020,3,1840.520539406,367
2020-03-16,,2020,3,373849.23348568,50976
2020-03-16,(Other),2020,3,10433.043139358,2174
2020-03-16,Direct,2020,3,112362.280889504,19764
2020-03-16,Display,2020,3,3869.228718534,824
2020-03-16,Email,2020,3,14.843025844,4
2020-03-16,Organic Search,2020,3,209198.979696702,33480
2020-03-16,Paid Search,2020,3,34756.75868389,6228
2020-03-16,Referral,2020,3,18932.542011572,3062
2020-03-16,Social,2020,3,1722.634581382,356
2020-03-17,,2020,3,281391.245614584,39166
2020-03-17,(Other),2020,3,6634.443890904,1471
2020-03-17,Direct,2020,3,82117.574046168,14869
2020-03-17,Display,2020,3,2400.638943926,500
2020-03-17,Email,2020,3,7.162014176,2
2020-03-17,Organic Search,2020,3,138787.548317924,23445
2020-03-17,Paid Search,2020,3,30308.618248638,5040
2020-03-17,Referral,2020,3,11814.199154724,2133
2020-03-17,Social,2020,3,1024.21873237,203
2020-03-18,,2020,3,322644.339770356,44053
2020-03-18,(Other),2020,3,7037.913420998,1496
2020-03-18,Direct,2020,3,81836.711961774,15196
2020-03-18,Display,2020,3,2726.69588134,567
2020-03-18,Email,2020,3,11.027658146,3
2020-03-18,Organic Search,2020,3,131304.189100892,22626
2020-03-18,Paid Search,2020,3,29449.767917232,4785
2020-03-18,Referral,2020,3,9373.590072616,1705
2020-03-18,Social,2020,3,1164.40432985,210
2020-03-19,,2020,3,318909.690029074,41485
2020-03-19,(Other),2020,3,6284.545192746,1344
2020-03-19,Direct,2020,3,72005.985097554,12864
2020-03-19,Display,2020,3,2630.712550854,534
2020-03-19,Email,2020,3,18.103450764,5
2020-03-19,Organic Search,2020,3,126029.00277755,20952
2020-03-19,Paid Search,2020,3,28534.64816169,4580
2020-03-19,Referral,2020,3,9329.61443368,1679
2020-03-19,Social,2020,3,987.398644122,208
2020-03-20,,2020,3,310657.624002682,40654
2020-03-20,(Other),2020,3,6380.86354146,1382
2020-03-20,Direct,2020,3,76153.713922484,13816
2020-03-20,Display,2020,3,2055.49860913,456
2020-03-20,Email,2020,3,18.69002179,5
2020-03-20,Organic Search,2020,3,128260.165929154,20472
2020-03-20,Paid Search,2020,3,25434.53711271,4509
2020-03-20,Referral,2020,3,8328.413347238,1566
2020-03-20,Social,2020,3,1026.215081034,202
2020-03-21,,2020,3,294089.759764122,39196
2020-03-21,(Other),2020,3,5936.677861178,1288
2020-03-21,Direct,2020,3,71752.383018286,12854
2020-03-21,Display,2020,3,2082.417646454,454
2020-03-21,Email,2020,3,14.365710164,2
2020-03-21,Organic Search,2020,3,112537.36310327,18499
2020-03-21,Paid Search,2020,3,22142.62679622,4080
2020-03-21,Referral,2020,3,7796.243342896,1404
2020-03-21,Social,2020,3,1091.830307298,201
2020-03-22,,2020,3,284437.951042386,37852
2020-03-22,(Other),2020,3,6366.57464306,1367
2020-03-22,Direct,2020,3,68669.69451717,12238
2020-03-22,Display,2020,3,2221.883839496,490
2020-03-22,Email,2020,3,3.72264237,1
2020-03-22,Organic Search,2020,3,109799.85880635,18311
2020-03-22,Paid Search,2020,3,22386.678386852,3992
2020-03-22,Referral,2020,3,6849.709713394,1291
2020-03-22,Social,2020,3,918.802959334,175
2020-03-23,,2020,3,279099.567551022,38188
2020-03-23,(Other),2020,3,6016.972015356,1243
2020-03-23,Direct,2020,3,70432.71540772,12486
2020-03-23,Display,2020,3,1955.55591628,398
2020-03-23,Email,2020,3,14.393368128,1
2020-03-23,Organic Search,2020,3,113583.978477454,19539
2020-03-23,Paid Search,2020,3,21171.194718576,3694
2020-03-23,Referral,2020,3,7375.30551666,1406
2020-03-23,Social,2020,3,790.067853354,153
2020-03-24,,2020,3,273580.168924554,38798
2020-03-24,(Other),2020,3,5925.139065216,1314
2020-03-24,Direct,2020,3,77973.763945254,13842
2020-03-24,Display,2020,3,1811.50103144,398
2020-03-24,Email,2020,3,3.79643508,1
2020-03-24,Organic Search,2020,3,112671.19999775,20062
2020-03-24,Paid Search,2020,3,23413.928907866,4152
2020-03-24,Referral,2020,3,7616.192110998,1473
2020-03-24,Social,2020,3,732.656017936,163
2020-03-25,,2020,3,272026.595253174,37138
2020-03-26,,2020,3,295743.447483886,37985
2020-03-26,(Other),2020,3,4620.33103788,1032
2020-03-26,Direct,2020,3,69647.198416284,12469
2020-03-26,Display,2020,3,1508.959431094,324
2020-03-26,Organic Search,2020,3,108455.854921416,18738
2020-03-26,Paid Search,2020,3,18487.941026902,3303
2020-03-26,Referral,2020,3,7627.86539113,1457
2020-03-26,Social,2020,3,983.505581258,173
2020-03-27,,2020,3,276270.57647631,36017
2020-03-27,(Other),2020,3,4921.150883096,1088
2020-03-27,Direct,2020,3,65808.030541388,11886
2020-03-27,Display,2020,3,1372.042400602,278
2020-03-27,Email,2020,3,14.439729752,4
2020-03-27,Organic Search,2020,3,104112.411484558,17881
2020-03-27,Paid Search,2020,3,18839.661563636,3449
2020-03-27,Referral,2020,3,5884.539421536,1134
2020-03-27,Social,2020,3,1963.654717002,437
2020-03-28,,2020,3,303389.819364154,39231
2020-03-28,(Other),2020,3,4555.957949046,953
2020-03-28,Direct,2020,3,69852.267919282,11360
2020-03-28,Display,2020,3,1685.50054416,375
2020-03-28,Email,2020,3,3.787546182,1
2020-03-28,Organic Search,2020,3,109342.841702204,18701
2020-03-28,Paid Search,2020,3,22228.899372768,3841
2020-03-28,Referral,2020,3,6176.556846954,1195
2020-03-28,Social,2020,3,986.22301101,203
2020-03-29,,2020,3,317906.82813238,40459
2020-03-29,(Other),2020,3,4829.556368512,992
2020-03-29,Direct,2020,3,67873.952863044,12014
2020-03-29,Display,2020,3,1447.493808984,303
2020-03-29,Email,2020,3,33.781621294,7
2020-03-29,Organic Search,2020,3,112227.704728638,19363
2020-03-29,Paid Search,2020,3,24388.362367676,4103
2020-03-29,Referral,2020,3,6595.787332678,1241
2020-03-29,Social,2020,3,3248.471251774,772
2020-03-30,,2020,3,316069.699251216,40634
2020-03-30,(Other),2020,3,5150.842484882,1101
2020-03-30,Direct,2020,3,65229.236300296,12096
2020-03-30,Display,2020,3,1442.461862618,315
2020-03-30,Organic Search,2020,3,115791.54220496,19998
2020-03-30,Paid Search,2020,3,19846.464006514,3563
2020-03-30,Referral,2020,3,7089.112539776,1412
2020-03-30,Social,2020,3,3123.0344295,747
2020-03-31,,2020,3,317380.659559008,40218
2020-03-31,(Other),2020,3,4555.769063856,990
2020-03-31,Direct,2020,3,75178.226201794,13315
2020-03-31,Display,2020,3,1593.740636154,312
2020-03-31,Email,2020,3,3.72264237,1
2020-03-31,Organic Search,2020,3,120173.20980441,20770
2020-03-31,Paid Search,2020,3,18699.07974009,3673
2020-03-31,Referral,2020,3,8373.581250218,1625
2020-03-31,Social,2020,3,3248.097926108,783
2020-04-01,,2020,4,308820.882656236,39661
2020-04-01,(Other),2020,4,5085.730501272,1106
2020-04-01,Direct,2020,4,76110.341035968,13283
2020-04-01,Display,2020,4,1626.105600238,341
2020-04-01,Email,2020,4,11.39835693,2
2020-04-01,Organic Search,2020,4,114908.071106908,19968
2020-04-01,Paid Search,2020,4,21145.93032107,3945
2020-04-01,Referral,2020,4,7306.523771434,1357
2020-04-01,Social,2020,4,800.593530166,153
2020-04-02,,2020,4,310492.336044126,39675
2020-04-02,(Other),2020,4,5072.725572204,1099
2020-04-02,Direct,2020,4,78296.497883886,13967
2020-04-02,Display,2020,4,1666.070130334,349
2020-04-02,Email,2020,4,21.953964566,6
2020-04-02,Organic Search,2020,4,114409.907011348,19906
2020-04-02,Paid Search,2020,4,24519.860548038,4500
2020-04-02,Referral,2020,4,8043.369594904,1450
2020-04-02,Social,2020,4,996.705249448,193
2020-04-03,,2020,4,315857.977700028,40804
2020-04-03,(Other),2020,4,5648.985440156,1236
2020-04-03,Direct,2020,4,83563.582155648,12644
2020-04-03,Display,2020,4,1397.861632004,314
2020-04-03,Email,2020,4,126.970273166,25
2020-04-03,Organic Search,2020,4,116419.403229194,20345
2020-04-03,Paid Search,2020,4,23957.165634526,4442
2020-04-03,Referral,2020,4,7242.253475098,1373
2020-04-03,Social,2020,4,667.265434476,137
2020-04-04,,2020,4,329870.20567981,41715
2020-04-04,(Other),2020,4,5827.952633988,1137
2020-04-04,Direct,2020,4,71561.51964056,12360
2020-04-04,Display,2020,4,1264.963528388,265
2020-04-04,Email,2020,4,36.532871114,9
2020-04-04,Organic Search,2020,4,114405.711087782,19665
2020-04-04,Paid Search,2020,4,23127.370125634,4158
2020-04-04,Referral,2020,4,6707.667387218,1252
2020-04-04,Social,2020,4,1173.346414262,224
2020-04-05,,2020,4,329071.771577244,42385
2020-04-05,(Other),2020,4,7522.32342508,1565
2020-04-05,Direct,2020,4,69495.93020889,12612
2020-04-05,Display,2020,4,1385.377212252,305
2020-04-05,Email,2020,4,32.848960136,8
2020-04-05,Organic Search,2020,4,118702.904634022,20186
2020-04-05,Paid Search,2020,4,22828.933968184,4096
2020-04-05,Referral,2020,4,6831.895293414,1270
2020-04-05,Social,2020,4,1079.900133174,198
2020-04-06,,2020,4,348103.42900933,43099
2020-04-06,(Other),2020,4,6718.546702556,1442
2020-04-06,Direct,2020,4,75981.678629746,13077
2020-04-06,Display,2020,4,1267.268429622,255
2020-04-06,Email,2020,4,257.07992123,60
2020-04-06,Organic Search,2020,4,122518.733258944,20808
2020-04-06,Paid Search,2020,4,23089.469720596,4163
2020-04-06,Referral,2020,4,7776.777034344,1472
2020-04-06,Social,2020,4,993.642561668,192
2020-04-07,,2020,4,348801.0924852,42989
2020-04-07,(Other),2020,4,6378.377344344,1313
2020-04-07,Direct,2020,4,79725.031684818,13633
2020-04-07,Display,2020,4,2025.226053106,421
2020-04-07,Email,2020,4,166.459948634,34
2020-04-07,Organic Search,2020,4,125861.78281024,21539
2020-04-07,Paid Search,2020,4,25351.340617584,4624
2020-04-07,Referral,2020,4,7525.069146352,1434
2020-04-07,Social,2020,4,1272.392479422,257
2020-04-08,,2020,4,350534.704451846,42931
2020-04-08,(Other),2020,4,7982.778664962,1642
2020-04-08,Direct,2020,4,74746.202678222,13333
2020-04-08,Display,2020,4,2191.371957436,483
2020-04-08,Email,2020,4,140.420652826,32
2020-04-08,Organic Search,2020,4,127297.955816178,21635
2020-04-08,Paid Search,2020,4,24798.46492895,4512
2020-04-08,Referral,2020,4,7685.524360922,1428
2020-04-08,Social,2020,4,875.524970342,178
2020-04-09,,2020,4,351509.777660486,43143
2020-04-09,(Other),2020,4,6632.579105854,1330
2020-04-09,Direct,2020,4,79790.37726347,13790
2020-04-09,Display,2020,4,1930.209131304,422
2020-04-09,Email,2020,4,234.01228744,41
2020-04-09,Organic Search,2020,4,122397.91866527,21121
2020-04-09,Paid Search,2020,4,23747.07635615,4504
2020-04-09,Referral,2020,4,7796.599757342,1483
2020-04-09,Social,2020,4,896.79571443,155
2020-04-10,,2020,4,354133.251484396,42539
